wall_time,trial_time,frame,sequence_nr,type,start_stop
1499676240.2857947,11.433806,10304.0,3.0,UL,False
1499676241.8218682,12.96988,10323.0,3.0,UL,True
1499676242.5594635,13.707475,10332.0,3.0,UL,False
1499676244.1773384,15.324848999999999,10352.0,3.0,UL,True
1499676245.0574872,16.205499,10363.0,3.0,UL,False
1499676250.0891564,21.237168,10425.0,3.0,UL,True
1499676250.82129,21.969301,10434.0,3.0,UL,False
1499676252.1316087,23.27962,10450.0,3.0,UL,True
1499676253.2482488,24.395757999999997,10464.0,3.0,UL,False
1499676253.8139784,24.96199,10471.0,3.0,UL,True
1499676255.2023492,26.350361,10488.0,3.0,UL,False
1499676258.8352582,29.98327,10533.0,3.0,LR,True
1499676260.142516,31.290527,10549.0,3.0,LR,False
1499676262.0458732,33.193884999999995,10572.0,3.0,LR,True
1499676262.8863034,34.034315,10583.0,3.0,LR,False
1499676266.3033755,37.451387,10625.0,3.0,UL,True
1499676267.4287884,38.5768,10639.0,3.0,UL,False
1499676267.9507768,39.098788,10645.0,3.0,UL,True
1499676270.929851,42.077863,10682.0,3.0,UL,False
1499676271.1820252,42.330037,10685.0,3.0,UL,True
1499676273.1135268,44.261538,10709.0,3.0,UL,False
1499676283.475248,54.623259,10837.0,3.0,UL,True
1499676284.3009715,55.448983,10847.0,3.0,UL,False
1499676322.0028362,93.150848,11312.0,3.0,UL,True
1499676322.3248274,93.47283900000001,11316.0,3.0,UL,False
1499676322.737823,93.885835,11321.0,3.0,UL,True
1499676323.5342073,94.68221899999999,11331.0,3.0,UL,False
1499676337.876382,109.024394,11508.0,3.0,LR,True
1499676345.5178359,116.665847,11602.0,3.0,LR,False
1499676346.6293435,117.777355,11616.0,3.0,LR,True
1499676347.373811,118.521822,11625.0,3.0,LR,False
1499676348.7395756,119.88758700000001,11642.0,3.0,LR,True
1499676352.750028,123.89803899999998,11691.0,3.0,LR,False
1499676355.0586655,126.206677,11720.0,3.0,LR,True
1499676356.5971553,127.745167,11739.0,3.0,LR,False
1499676360.9860141,132.133525,11793.0,3.0,UL,True
1499676369.4907782,140.63879,11898.0,3.0,UL,False
1499676371.6176665,142.765678,11924.0,3.0,UL,True
1499676378.73725,149.885262,12012.0,3.0,UL,False
1499676378.8168874,149.964899,12013.0,3.0,UL,True
1499676382.4135942,153.561606,12057.0,3.0,UL,False
1499676386.062985,157.210996,12102.0,3.0,LR,True
1499676392.099415,163.24742700000002,12177.0,3.0,LR,False
1499676392.4373448,163.58535600000002,12181.0,3.0,LR,True
1499676395.7679632,166.915974,12222.0,3.0,LR,False
1499676409.1194105,180.267422,12387.0,3.0,LR,True
1499676414.2433374,185.391349,12450.0,3.0,LR,False
1499676414.6547782,185.80279,12455.0,3.0,LR,True
1499676424.0491507,195.19716200000002,12571.0,3.0,LR,False
1499676427.5590484,198.70706,12614.0,3.0,UL,True
1499676429.968935,201.11694599999998,12644.0,3.0,UL,False
1499676431.919435,203.067447,12668.0,3.0,UL,True
1499676436.048354,207.195873,12719.0,3.0,UL,False
1499676441.878732,213.026743,12791.0,3.0,UL,True
1499676442.447973,213.595985,12798.0,3.0,UL,False
1499676449.9063025,221.054314,12890.0,3.0,LR,True
1499676452.351749,223.49976099999998,12920.0,3.0,LR,False
1499676456.0047393,227.15275099999997,12965.0,3.0,LR,True
1499676458.0196836,229.167695,12990.0,3.0,LR,False
1499676460.0462599,231.193852,13015.0,3.0,UL,True
1499676472.9580846,244.10559500000002,13174.0,3.0,UL,False
1499676488.423139,259.571151,13365.0,3.0,LR,True
1499676489.8809931,261.029005,13383.0,3.0,LR,False
1499676515.8899019,287.037914,13703.0,3.0,LR,True
1499676519.5533273,290.701339,13748.0,3.0,LR,False
1499676530.2063005,301.354312,13879.0,3.0,TR,False
1499677177.702817,0.0,14074.0,4.0,TR,True
1499677182.4050493,4.7022330000000006,14132.0,4.0,UL,True
1499677184.0167148,6.313898,14152.0,4.0,UL,False
1499677184.5134034,6.810587,14158.0,4.0,UL,True
1499677185.9978821,8.295065,14176.0,4.0,UL,False
1499677188.2461195,10.542802,14204.0,4.0,LR,True
1499677195.1420386,17.439222,14289.0,4.0,LR,False
1499677201.6325755,23.929759,14369.0,4.0,UL,True
1499677208.862071,31.159254999999998,14458.0,4.0,UL,False
1499677211.8376741,34.134858,14495.0,4.0,UL,True
1499677213.8698435,36.167027000000004,14520.0,4.0,UL,False
1499677226.3360035,48.633187,14674.0,4.0,LR,True
1499677234.4725435,56.769727,14774.0,4.0,LR,False
1499677236.0079186,58.305102000000005,14792.0,4.0,LR,True
1499677236.4139333,58.711117,14797.0,4.0,LR,False
1499677241.6036403,63.900321999999996,14861.0,4.0,UL,True
1499677268.5804193,90.87760300000001,15194.0,4.0,UL,False
1499677276.7817588,99.078942,15295.0,4.0,UL,True
1499677277.9178188,100.215002,15309.0,4.0,UL,False
1499677305.6977274,127.99491100000002,15652.0,4.0,LR,True
1499677307.0744994,129.37168300000002,15669.0,4.0,LR,False
1499677308.807276,131.10446000000002,15690.0,4.0,LR,True
1499677318.4487185,140.745902,15809.0,4.0,LR,False
1499677321.1863706,143.483554,15843.0,4.0,LR,True
1499677321.7739055,144.071089,15850.0,4.0,LR,False
1499677333.677991,155.975174,15997.0,4.0,LR,True
1499677337.9794285,160.276612,16050.0,4.0,LR,False
1499677345.9064186,168.203602,16148.0,4.0,LR,True
1499677346.1491866,168.44637,16151.0,4.0,LR,False
1499677352.2476015,174.54478500000002,16226.0,4.0,LR,True
1499677353.1184616,175.41564499999998,16237.0,4.0,LR,False
1499677357.9062245,180.203408,16296.0,4.0,UL,True
1499677358.4007757,180.697959,16302.0,4.0,UL,False
1499677359.246008,181.543192,16312.0,4.0,UL,True
1499677360.2219267,182.51911,16324.0,4.0,UL,False
1499677369.424115,191.721298,16438.0,4.0,UL,True
1499677369.6640813,191.961265,16441.0,4.0,UL,False
1499677370.6242745,192.921458,16453.0,4.0,UL,True
1499677374.014238,196.31091999999998,16494.0,4.0,UL,False
1499677375.4540596,197.751243,16512.0,4.0,LR,True
1499677385.677975,207.97515900000002,16638.0,4.0,LR,False
1499677386.12702,208.424204,16644.0,4.0,LR,True
1499677388.9496276,211.24631200000002,16679.0,4.0,LR,False
1499677392.706311,215.00349500000002,16725.0,4.0,LR,True
1499677395.2906766,217.587358,16757.0,4.0,LR,False
1499677406.0676484,228.36483199999998,16890.0,4.0,UL,True
1499677406.4777005,228.774884,16895.0,4.0,UL,False
1499677449.4699242,271.767108,17425.0,4.0,LR,True
1499677450.9753275,273.272511,17444.0,4.0,LR,False
1499677456.8186793,279.115863,17516.0,4.0,UL,True
1499677460.3814251,282.678609,17560.0,4.0,UL,False
1499677478.943826,301.24100899999996,17789.0,4.0,TR,False
1499678001.008862,0.0,17987.0,5.0,TR,True
1499678001.9021714,0.8933099999999999,17998.0,5.0,UL,True
1499678004.9900608,3.9811989999999997,18036.0,5.0,UL,False
1499678005.086104,4.077242,18037.0,5.0,UL,True
1499678005.2159634,4.207102,18039.0,5.0,UL,False
1499678017.982265,16.973403,18196.0,5.0,UL,True
1499678020.695743,19.686882,18230.0,5.0,UL,False
1499678021.8382385,20.829376999999997,18244.0,5.0,UL,True
1499678023.5338144,22.524953,18265.0,5.0,UL,False
1499678024.0400634,23.031202,18271.0,5.0,UL,True
1499678026.3679562,25.359095,18300.0,5.0,UL,False
1499678027.5030296,26.494168,18314.0,5.0,UL,True
1499678032.35594,31.347078999999997,18374.0,5.0,UL,False
1499678033.0187902,32.009929,18382.0,5.0,UL,True
1499678036.6591365,35.650275,18427.0,5.0,UL,False
1499678036.9764369,35.967069,18431.0,5.0,UL,True
1499678038.1940012,37.185140000000004,18446.0,5.0,UL,False
1499678038.4387712,37.42991,18449.0,5.0,UL,True
1499678043.9562435,42.947382,18516.0,5.0,UL,False
1499678044.7697384,43.760877,18526.0,5.0,UL,True
1499678048.9760125,47.967151,18578.0,5.0,UL,False
1499678049.6437595,48.634898,18586.0,5.0,UL,True
1499678060.7467904,59.737414,18723.0,5.0,UL,False
1499678063.092427,62.083566000000005,18752.0,5.0,UL,True
1499678067.7087615,66.6999,18808.0,5.0,UL,False
1499678068.8547835,67.845922,18822.0,5.0,UL,True
1499678069.903007,68.89414599999999,18835.0,5.0,UL,False
1499678071.0432081,70.034347,18849.0,5.0,UL,True
1499678096.498297,95.489435,19163.0,5.0,UL,False
1499678103.3109062,102.302044,19247.0,5.0,LR,True
1499678103.6979241,102.68906199999999,19252.0,5.0,LR,False
1499678108.5633428,107.55448100000001,19312.0,5.0,UL,True
1499678109.6960993,108.687238,19326.0,5.0,UL,False
1499678110.2708106,109.261949,19333.0,5.0,UL,True
1499678136.783679,135.77481799999998,19660.0,5.0,UL,False
1499678201.1397347,200.130873,20453.0,5.0,UL,True
1499678203.5820696,202.573208,20483.0,5.0,UL,False
1499678210.1304467,209.121585,20564.0,5.0,UL,True
1499678213.0804675,212.071606,20600.0,5.0,UL,False
1499678218.415783,217.40692099999998,20666.0,5.0,UL,True
1499678225.6286757,224.61981400000002,20755.0,5.0,UL,False
1499678227.9698732,226.961012,20784.0,5.0,UL,True
1499678234.467421,233.45856,20864.0,5.0,UL,False
1499678235.6142476,234.60538599999998,20878.0,5.0,UL,True
1499678239.6636574,238.654796,20928.0,5.0,UL,False
1499678240.237725,239.22886400000002,20935.0,5.0,UL,True
1499678240.8869872,239.87812599999998,20943.0,5.0,UL,False
1499678241.847809,240.838948,20955.0,5.0,UL,True
1499678244.17505,243.166189,20984.0,5.0,UL,False
1499678249.0700953,248.06123399999998,21044.0,5.0,UL,True
1499678250.7560966,249.74723500000002,21065.0,5.0,UL,False
1499678253.347322,252.33846,21097.0,5.0,UL,True
1499678263.717533,262.70867200000004,21225.0,5.0,UL,False
1499678274.1779258,273.169064,21353.0,5.0,LR,True
1499678278.6581373,277.649276,21408.0,5.0,LR,False
1499678281.9669187,280.958057,21449.0,5.0,LR,True
1499678289.9304605,288.921599,21547.0,5.0,LR,False
1499678290.4697301,289.460868,21554.0,5.0,LR,True
1499678301.508835,300.499974,21690.0,5.0,LR,False
1499678302.4936795,301.484818,21702.0,5.0,TR,False
1499681212.206079,0.0,21945.0,6.0,TR,True
1499681214.4791431,2.273064,21977.0,6.0,UR,True
1499681215.341776,3.135696,21989.0,6.0,UR,False
1499681229.312489,17.10641,22185.0,6.0,UL,True
1499681230.951084,18.745005,22208.0,6.0,UL,False
1499681252.3017821,40.095702,22509.0,6.0,UR,True
1499681252.9148872,40.708808000000005,22518.0,6.0,UR,False
1499681254.3534727,42.147393,22538.0,6.0,UR,True
1499681255.348751,43.142672,22552.0,6.0,UR,False
1499681265.694559,53.48848,22698.0,6.0,UL,True
1499681266.124593,53.918514,22704.0,6.0,UL,False
1499681280.2311368,68.02505699999999,22903.0,6.0,UL,True
1499681281.0078022,68.801723,22914.0,6.0,UL,False
1499681284.3542411,72.148162,22961.0,6.0,UL,True
1499681286.2669544,74.060875,22988.0,6.0,UL,False
1499681293.0670743,80.86099499999999,23084.0,6.0,UR,True
1499681293.3673518,81.161272,23088.0,6.0,UR,False
1499681293.5052693,81.29919,23090.0,6.0,UL,True
1499681294.8463535,82.640274,23109.0,6.0,UL,False
1499681296.124298,83.918219,23127.0,6.0,UL,True
1499681297.3957214,85.189642,23145.0,6.0,UL,False
1499681300.3027196,88.09664000000001,23186.0,6.0,UL,True
1499681301.0104036,88.804324,23196.0,6.0,UL,False
1499681316.5577154,104.351636,23415.0,6.0,UL,True
1499681317.0422096,104.83613000000001,23422.0,6.0,UL,False
1499681318.4937596,106.28768000000001,23442.0,6.0,UR,True
1499681322.642713,110.43663400000001,23501.0,6.0,UR,False
1499681323.4249716,111.218892,23512.0,6.0,UR,True
1499681323.9308016,111.724722,23519.0,6.0,UR,False
1499681327.0416498,114.83556999999999,23563.0,6.0,UR,True
1499681329.8962295,117.69015,23602.0,6.0,UR,False
1499681330.4778485,118.27176899999999,23610.0,6.0,UR,True
1499681331.7152092,119.508625,23628.0,6.0,UR,False
1499681335.908936,123.70285700000001,23687.0,6.0,UR,True
1499681336.1953213,123.98924199999999,23691.0,6.0,UR,False
1499681348.4754903,136.26941100000002,23863.0,6.0,UL,True
1499681349.1852431,136.979164,23873.0,6.0,UL,False
1499681378.32638,166.120301,24283.0,6.0,UL,True
1499681379.4607625,167.254183,24299.0,6.0,UL,False
1499681381.7397153,169.533636,24331.0,6.0,UL,True
1499681383.9355347,171.729455,24362.0,6.0,UL,False
1499681385.6983376,173.49225800000002,24387.0,6.0,UL,True
1499681386.9792051,174.773126,24405.0,6.0,UL,False
1499681437.7727356,225.566656,25121.0,6.0,UL,True
1499681438.0727658,225.866686,25125.0,6.0,UL,False
1499681439.9575949,227.751516,25152.0,6.0,UR,True
1499681440.3257635,228.11968399999998,25157.0,6.0,UR,False
1499681442.0298426,229.82376299999999,25181.0,6.0,UR,True
1499681442.51617,230.31009100000003,25188.0,6.0,UR,False
1499681443.2184849,231.012406,25198.0,6.0,UR,True
1499681444.1101935,231.90411400000002,25210.0,6.0,UR,False
1499681445.7259722,233.51989300000002,25233.0,6.0,UR,True
1499681447.5659244,235.359845,25259.0,6.0,UR,False
1499681448.9626837,236.756604,25279.0,6.0,UR,True
1499681450.386938,238.180347,25299.0,6.0,UR,False
1499681456.7703032,244.56422400000002,25389.0,6.0,UL,True
1499681457.7644749,245.557894,25403.0,6.0,UL,False
1499681511.9054544,299.699375,26166.0,6.0,UL,True
1499681512.542956,300.336877,26175.0,6.0,UL,False
1499681514.38379,302.177711,26201.0,6.0,TR,False
1499682042.749985,0.0,26458.0,7.0,TR,True
1499682054.1630616,11.413077000000001,26619.0,7.0,UR,True
1499682055.325909,12.575924,26635.0,7.0,UR,False
1499682057.1361976,14.386213,26661.0,7.0,UR,True
1499682058.702085,15.952101,26683.0,7.0,UR,False
1499682061.315775,18.565791,26720.0,7.0,LR,True
1499682063.8906784,21.140694,26756.0,7.0,LR,False
1499682064.3841653,21.634180999999998,26763.0,7.0,LR,True
1499682065.5098846,22.7599,26779.0,7.0,LR,False
1499682067.3580554,24.608071,26805.0,7.0,UR,True
1499682069.0402822,26.290297999999996,26829.0,7.0,UR,False
1499682109.4220743,66.67209,27398.0,7.0,UR,True
1499682113.1697936,70.419809,27451.0,7.0,UR,False
1499682127.9869735,85.23698900000001,27659.0,7.0,UR,True
1499682128.76986,86.019876,27670.0,7.0,UR,False
1499682132.4847536,89.734769,27722.0,7.0,UR,True
1499682138.1368506,95.386365,27802.0,7.0,UR,False
1499682138.7693608,96.019376,27811.0,7.0,UR,True
1499682145.7363307,102.986346,27908.0,7.0,UR,False
1499682147.5810578,104.831073,27933.0,7.0,UR,True
1499682147.7418404,104.991856,27935.0,7.0,UR,False
1499682149.138724,106.38873999999998,27955.0,7.0,UR,True
1499682152.479674,109.72968999999999,28002.0,7.0,UR,False
1499682157.1529965,114.40301200000002,28068.0,7.0,UR,True
1499682158.2228866,115.472902,28083.0,7.0,UR,False
1499682163.6848881,120.934903,28160.0,7.0,UR,True
1499682165.7582026,123.008218,28189.0,7.0,UR,False
1499682180.6926227,137.942638,28400.0,7.0,LR,True
1499682183.7001665,140.950182,28442.0,7.0,LR,False
1499682188.208057,145.458072,28506.0,7.0,LR,True
1499682189.5201805,146.769694,28524.0,7.0,LR,False
1499682190.6345074,147.884523,28540.0,7.0,LR,True
1499682193.0587828,150.308798,28574.0,7.0,LR,False
1499682210.3707619,167.620778,28818.0,7.0,UR,True
1499682211.4380546,168.68806999999998,28833.0,7.0,UR,False
1499682223.1262445,180.37626,28998.0,7.0,LR,True
1499682225.7579632,183.007979,29035.0,7.0,LR,False
1499682226.2385106,183.488526,29042.0,7.0,LR,True
1499682226.5944402,183.844456,29047.0,7.0,LR,False
1499682232.4207695,189.67078500000002,29129.0,7.0,LR,True
1499682232.833526,190.083541,29135.0,7.0,LR,False
1499682237.2313454,194.48136100000002,29197.0,7.0,LR,True
1499682237.7280414,194.978057,29204.0,7.0,LR,False
1499682242.9766526,200.226668,29278.0,7.0,LR,True
1499682245.4860735,202.736089,29313.0,7.0,LR,False
1499682253.2672038,210.51671800000003,29423.0,7.0,UR,True
1499682253.8881972,211.13821299999998,29432.0,7.0,UR,False
1499682343.6221151,300.872131,30693.0,7.0,TR,False
1499682888.0509028,0.0,30925.0,8.0,TR,True
1499682893.1182778,5.067374,30987.0,8.0,LR,True
1499682893.3580544,5.307151,30990.0,8.0,LR,False
1499682899.503973,11.45307,31066.0,8.0,UL,True
1499682903.7191405,15.668237,31118.0,8.0,UL,False
1499682904.9944727,16.943569,31134.0,8.0,UL,True
1499682906.3742945,18.323391,31151.0,8.0,UL,False
1499682911.8102648,23.759361,31218.0,8.0,LR,True
1499682917.0218034,28.9709,31282.0,8.0,LR,False
1499682917.9132495,29.862346000000002,31293.0,8.0,LR,True
1499682921.3049555,33.254052,31335.0,8.0,LR,False
1499682922.9259744,34.875071000000005,31355.0,8.0,LR,True
1499682926.3449502,38.294047,31397.0,8.0,LR,False
1499682935.1710405,47.120137,31506.0,8.0,LR,True
1499682935.4949675,47.444064000000004,31510.0,8.0,LR,False
1499682940.6643207,52.613417000000005,31574.0,8.0,LR,True
1499682940.993517,52.942613,31578.0,8.0,LR,False
1499682946.994804,58.9439,31652.0,8.0,UL,True
1499682947.8881042,59.837201,31663.0,8.0,UL,False
1499682960.4617724,72.41086899999999,31818.0,8.0,UL,True
1499682960.9489644,72.898061,31824.0,8.0,UL,False
1499682961.91819,73.867287,31836.0,8.0,UL,True
1499682964.097211,76.046307,31863.0,8.0,UL,False
1499682964.4177256,76.366822,31867.0,8.0,UL,True
1499682967.5815914,79.530688,31906.0,8.0,UL,False
1499682968.465611,80.41470799999999,31917.0,8.0,UL,True
1499682969.0450585,80.994155,31924.0,8.0,UL,False
1499682970.0296767,81.978773,31936.0,8.0,UL,True
1499682970.3527224,82.301819,31940.0,8.0,UL,False
1499682970.7020342,82.651131,31944.0,8.0,UL,True
1499682970.9219296,82.871026,31947.0,8.0,UL,False
1499682973.0926526,85.041749,31974.0,8.0,LR,True
1499682973.168475,85.117571,31975.0,8.0,LR,False
1499682973.2628784,85.211975,31976.0,8.0,LR,True
1499682973.3578289,85.306926,31977.0,8.0,LR,False
1499682997.822378,109.771474,32278.0,8.0,LR,True
1499682998.227942,110.177039,32283.0,8.0,LR,False
1499682998.4890654,110.438162,32286.0,8.0,LR,True
1499683002.6940806,114.64317700000001,32338.0,8.0,LR,False
1499683005.4248238,117.37392,32372.0,8.0,LR,True
1499683008.7978113,120.746908,32413.0,8.0,LR,False
1499683080.2793472,192.228443,33294.0,8.0,LR,True
1499683080.7584145,192.707511,33300.0,8.0,LR,False
1499683083.425663,195.37476,33333.0,8.0,LR,True
1499683083.6775427,195.62663899999998,33336.0,8.0,LR,False
1499683177.0700085,289.01910499999997,34487.0,8.0,LR,True
1499683178.1112206,290.060317,34500.0,8.0,LR,False
1499683184.192624,296.14172,34575.0,8.0,UL,True
1499683184.51739,296.46648700000003,34579.0,8.0,UL,False
1499683187.188322,299.137419,34612.0,8.0,UL,True
1499683187.921273,299.870369,34621.0,8.0,UL,False
1499683189.6333694,301.581964,34642.0,8.0,TR,False
1499683762.3571177,0.0,34897.0,9.0,TR,True
1499683779.4424956,17.085378,35107.0,9.0,LR,True
1499683780.0045884,17.647471,35114.0,9.0,LR,False
1499683781.710221,19.352601999999997,35135.0,9.0,LL,True
1499683790.02975,27.672633,35237.0,9.0,LL,False
1499683806.1192365,43.762119,35436.0,9.0,LR,True
1499683807.1681092,44.810992,35449.0,9.0,LR,False
1499683810.7391286,48.381510999999996,35493.0,9.0,LR,True
1499683812.6093445,50.252227000000005,35516.0,9.0,LR,False
1499683813.7316244,51.374507,35530.0,9.0,LL,True
1499683818.1904776,55.83336,35585.0,9.0,LL,False
1499683820.4535198,58.096402000000005,35613.0,9.0,LR,True
1499683822.3337548,59.976637,35636.0,9.0,LR,False
1499683823.5513625,61.194244999999995,35651.0,9.0,LR,True
1499683824.3621414,62.005024,35661.0,9.0,LR,False
1499683913.277953,150.920835,36756.0,9.0,LR,True
1499683918.3212812,155.96416399999998,36817.0,9.0,LR,False
1499683919.1968215,156.839704,36828.0,9.0,LR,True
1499683919.9202194,157.56310200000001,36837.0,9.0,LR,False
1499683932.5778625,170.220745,36993.0,9.0,LL,True
1499683934.6376832,172.280566,37018.0,9.0,LL,False
1499683947.583688,185.226571,37178.0,9.0,LR,True
1499683950.910032,188.55291499999998,37219.0,9.0,LR,False
1499683951.6324668,189.274847,37228.0,9.0,LR,True
1499683951.9020624,189.54494499999998,37231.0,9.0,LR,False
1499684031.565925,269.208807,38213.0,9.0,LL,True
1499684031.8150446,269.457927,38216.0,9.0,LL,False
1499684052.3078568,289.950739,38469.0,9.0,LR,True
1499684054.7375042,292.380387,38499.0,9.0,LR,False
1499684055.6353278,293.27821,38510.0,9.0,LR,True
1499684055.784513,293.427396,38512.0,9.0,LR,False
1499684063.5780385,301.220921,38608.0,9.0,TR,False
1499684587.5035632,0.0,38876.0,10.0,TR,True
1499684596.7407448,9.237181,38990.0,10.0,UR,True
1499684599.8881538,12.384591,39029.0,10.0,UR,False
1499684617.8906286,30.387065000000003,39250.0,10.0,LR,True
1499684618.9483287,31.444765000000004,39263.0,10.0,LR,False
1499684619.3742561,31.870692,39268.0,10.0,LR,True
