Epoch,train_loss,train mae,train acc,train auc,val_loss,val mae,val acc,val auc
31,0.16855486,0.097282395,0.93685436,0.9845812746556625,0.1807314,0.08900609,0.9367117,0.9810743402315775
32,0.17144115,0.096831076,0.93571097,0.9840459040960632,0.16963492,0.10780526,0.93828326,0.9830636820738056
33,0.17573394,0.101404935,0.9335688,0.9830976542243945,0.16191815,0.095126435,0.9418546,0.9822935414557943
34,0.18120667,0.10366729,0.9297112,0.9806837944125172,0.17657106,0.113332205,0.9371404,0.9807737819861774
35,0.16833013,0.09502119,0.9379974,0.9839475420874102,0.15917623,0.07943302,0.94399756,0.9832666564620643
36,0.17525224,0.09983591,0.93442523,0.9827807316437714,0.16476756,0.08250743,0.94256914,0.982611487492555
37,0.16975677,0.09613407,0.9381397,0.9841746268793223,0.17329608,0.095989466,0.9381405,0.980478876751066
38,0.16475257,0.09319774,0.9397115,0.9855977599817142,0.15874368,0.10055275,0.94356847,0.9838744772094978
39,0.16706693,0.094919175,0.936568,0.9852498160910964,0.16607623,0.09847243,0.9397118,0.9819191715089877
40,0.17585824,0.100747555,0.93314004,0.9835349069136177,0.15655948,0.08629249,0.944283,0.9845834314012906
41,0.16991256,0.09605585,0.93714005,0.9845534698634827,0.16385528,0.08768418,0.940712,0.9821772130074802
42,0.16570552,0.09616759,0.9367119,0.9857069194637859,0.16694278,0.09613777,0.9417123,0.9807563625522747
43,0.16079703,0.09110577,0.94199747,0.9851923537223839,0.16250859,0.100937665,0.9384258,0.9828727362532171
44,0.16921143,0.09696469,0.9364262,0.9845590934146315,0.15732975,0.084090434,0.94356924,0.9836417512711902
45,0.15938447,0.092257075,0.93956846,0.9866665033960293,0.17980231,0.092130244,0.93585485,0.9818590430603885
46,0.16625357,0.09345931,0.93899673,0.984566852103462,0.16792016,0.09830852,0.93828285,0.9837531913330435
47,0.15367745,0.088232026,0.9437115,0.9864766806005999,0.15906292,0.08929004,0.9419976,0.9830992895207887
48,0.15858127,0.09100027,0.9399974,0.9863743458703088,0.16594969,0.08997693,0.93899715,0.9817849326008707
49,0.16758035,0.09685168,0.9331402,0.9845306484165993,0.15977044,0.08415097,0.9399971,0.9837569812015748
50,0.15974116,0.08996325,0.9408546,0.9853691383778711,0.1643512,0.096678115,0.9401403,0.9821858748806034
51,0.16465944,0.09388066,0.93885463,0.9852656100849766,0.15504837,0.09043506,0.9428545,0.9844048563401293
52,0.1555396,0.08975647,0.94128335,0.9863751658777677,0.16732255,0.079263285,0.94171154,0.9838716484574306
53,0.15766892,0.08929604,0.940712,0.9857624143870563,0.16092795,0.084117346,0.93956876,0.9836017944716106
54,0.16230452,0.09217076,0.9398542,0.9854927867199728,0.1580703,0.08230998,0.93999714,0.9837712974830803
55,0.16093628,0.092408106,0.93842554,0.9853511747403398,0.16056392,0.093636505,0.9427118,0.9829920702152938
56,0.1660476,0.095251784,0.9358547,0.9851777931755554,0.16367191,0.078053154,0.94342625,0.9828870796892469
57,0.16373317,0.0952662,0.9358544,0.9853697581204744,0.16822833,0.08135983,0.9401401,0.9830535185687239
58,0.15689825,0.08948752,0.9417115,0.9860405681116107,0.16323824,0.102026016,0.9385683,0.9832764024236536
59,0.16015927,0.092218265,0.93971175,0.9867182681474512,0.16193086,0.090958804,0.9425688,0.9827962867174521
60,0.16052517,0.09136932,0.93942595,0.9866118474141962,0.15550044,0.08350272,0.94571173,0.9838663124884874
61,0.16410579,0.09329747,0.93928295,0.9858781887305627,0.15273206,0.091027305,0.94371223,0.9848993025612157
62,0.15333623,0.08782732,0.94256854,0.9866920492029951,0.15489426,0.08385393,0.941426,0.9840121044642763
63,0.14768364,0.08614866,0.94599724,0.9879181772992807,0.1633355,0.085634135,0.94156843,0.9828356398016346
64,0.15417925,0.08815515,0.9409971,0.9873335562979726,0.16478078,0.081822746,0.93728316,0.9833826728982765
65,0.15867738,0.09047204,0.9428548,0.9864166484690535,0.1665024,0.081409045,0.9404257,0.9818748662749752
66,0.1540331,0.089778446,0.9401407,0.9874545676624632,0.15012279,0.07650694,0.94971204,0.9850112653980848
67,0.15992665,0.091537215,0.93842643,0.9862582385659432,0.15445738,0.08478754,0.9439977,0.984279513450229
68,0.16453889,0.093791015,0.93814033,0.9846770506792059,0.16701864,0.09859083,0.9381402,0.982096126513163
69,0.15504384,0.08899971,0.9429972,0.9868340300411834,0.15796371,0.084580556,0.9439973,0.9832381917668347
70,0.16070376,0.09140641,0.9398547,0.9855109589245741,0.1595866,0.083339125,0.94428337,0.9855631290296695
71,0.1541687,0.08842642,0.94042575,0.9860789245750432,0.15785794,0.092118464,0.94128305,0.98372802694015
72,0.15819897,0.08964454,0.9412831,0.9862336959659338,0.1767303,0.112377115,0.9388548,0.9805730210737414
73,0.16199006,0.093453914,0.93871176,0.9866170459177274,0.16318916,0.09748676,0.94299686,0.982895880571984
74,0.15791333,0.09159416,0.93842536,0.986255825136762,0.14547186,0.09007623,0.9468544,0.9859860418821907
75,0.15873419,0.090602376,0.9425685,0.9869244116520128,0.15570961,0.084497415,0.9438539,0.9843993460421409
76,0.16367722,0.0944335,0.9374253,0.9850071869763238,0.15137072,0.08750739,0.9431408,0.9849685321810373
77,0.1570385,0.091445036,0.93956864,0.986854591170324,0.15735254,0.07692362,0.94214,0.9851696452850903
78,0.14659394,0.0852196,0.94314015,0.9881219474293345,0.14601983,0.08213484,0.9465688,0.9859416123620743
79,0.14897665,0.08574207,0.9422832,0.9879779016349279,0.16729978,0.076617606,0.9411403,0.9826266838153775
80,0.15139768,0.08769132,0.9435691,0.9882698457130947,0.1571247,0.07636425,0.9444263,0.9852391310807709
81,0.14481933,0.08402247,0.9424258,0.988879778101717,0.15526496,0.09230528,0.9418544,0.9842828364469101
82,0.1534225,0.08739408,0.9421401,0.9874784482758621,0.14883442,0.08294319,0.94642615,0.9853474807340649
83,0.14896129,0.085120544,0.9421401,0.9885546552530382,0.1677091,0.09711605,0.94256854,0.9815944463780698
84,0.142646,0.08092504,0.94642603,0.9886853474674012,0.15575133,0.08946,0.94199723,0.9844329886387523
85,0.14957748,0.087178096,0.93856883,0.9884177205475085,0.15741129,0.09225239,0.94299763,0.983998359170279
86,0.14268886,0.08229735,0.94513977,0.9890319991046529,0.15655972,0.075217105,0.9461405,0.9848677106316394
87,0.1457131,0.08277079,0.9478545,0.988673348400051,0.16158538,0.09119411,0.9427119,0.9834440694691123
88,0.15472674,0.08910392,0.9414261,0.9875578848269505,0.15918253,0.08995871,0.93928295,0.9837299558136468
89,0.14897227,0.08805668,0.9401402,0.9883935420787583,0.1460315,0.08147511,0.9444261,0.9855916199112342
90,0.15719947,0.089700915,0.93971145,0.9864602523018233,0.16240506,0.09375714,0.93942577,0.9837579087443159
91,0.14898835,0.08345805,0.9459974,0.9873653277578397,0.15545285,0.09378162,0.93914014,0.9862851281639319
92,0.1449197,0.08534074,0.943283,0.9892772508511164,0.17376134,0.0827069,0.93985397,0.9834034563547458
93,0.14643252,0.084323555,0.9441403,0.9880874242529628,0.14952037,0.07773074,0.94585425,0.9854245090910694
94,0.15122722,0.087790675,0.94342625,0.987674778334099,0.15905559,0.07713807,0.9415683,0.984229166453984
95,0.15704732,0.08929018,0.9408545,0.987240438434893,0.15253498,0.09191605,0.94399697,0.9853236454845593
96,0.15402198,0.08879861,0.94228303,0.9873938666487031,0.15542881,0.09344864,0.9425687,0.9849317210061738
97,0.14417619,0.08375158,0.9457112,0.988422360784039,0.14326936,0.074783385,0.94671154,0.9870334537676478
98,0.15140106,0.0882472,0.94314015,0.9879819620792636,0.15565254,0.0852299,0.9417116,0.9839473014759598
99,0.15080605,0.08743426,0.94071144,0.98759600530725,0.15684201,0.096194,0.9428545,0.9837563378014282
100,0.13710581,0.08036196,0.94614017,0.9900042895592163,0.15209544,0.08517373,0.9427116,0.9852984489795918
101,0.15173015,0.08686556,0.94342625,0.987767966060061,0.1639535,0.08245275,0.94013983,0.983193214188583
102,0.14826217,0.0865874,0.94142586,0.9879946698489309,0.15165354,0.075458996,0.9474261,0.9849695147513204
103,0.13323355,0.07691559,0.948712,0.9908145053843834,0.15572847,0.073601,0.94556886,0.985029622859188
104,0.14221917,0.08157168,0.94599766,0.9898561199181103,0.17257304,0.078601845,0.93928295,0.9834553839137197
105,0.1387746,0.07961096,0.9468552,0.9898651439647524,0.15230288,0.07797016,0.94556874,0.9849437514161661
106,0.14953569,0.08793956,0.9389973,0.9893230314420853,0.15416463,0.08139136,0.94328344,0.9855882669663247
107,0.13870724,0.0809046,0.94728327,0.9902941986836062,0.15615208,0.081141934,0.9449973,0.9844256737341321
108,0.13455345,0.077947296,0.9498544,0.9901675029802062,0.15748298,0.07556027,0.944855,0.9848716610634118
109,0.14205725,0.081136465,0.94671196,0.9892537880231913,0.16029288,0.07808922,0.94171214,0.9843000808949248
110,0.1388346,0.079764575,0.94685477,0.9897907019821509,0.14544661,0.08061999,0.94914037,0.9852972487366647
111,0.14337277,0.08210311,0.94499725,0.9895834149788896,0.158965,0.07803604,0.94356877,0.9842105959204186
112,0.13982368,0.08168474,0.94571155,0.9904738925326457,0.1617273,0.07901563,0.9415691,0.9847884905016385
113,0.13597856,0.0803931,0.94428265,0.9905982407794723,0.14943483,0.07433865,0.94514054,0.9874987744816924
114,0.13799292,0.07969296,0.94599694,0.9902875136010325,0.15478095,0.08245842,0.94513994,0.9843298994323552
115,0.1508369,0.086533904,0.9425683,0.9879349165579314,0.15670332,0.07756233,0.94585425,0.9845482068923911
116,0.15090351,0.08707975,0.94085443,0.9880757299641756,0.15302011,0.08410538,0.9419973,0.9846221990603099
117,0.14493692,0.08383444,0.9441402,0.9890516046737078,0.16085272,0.07212944,0.9427123,0.9853842448979591
118,0.13546777,0.07880676,0.9469974,0.9903830485505059,0.15188202,0.07963144,0.9455688,0.9859771100172247
119,0.14022063,0.08173654,0.94385475,0.9892736323185135,0.14030176,0.0832551,0.9492833,0.9867178445952214
120,0.13769007,0.0790328,0.9507119,0.9901412929231084,0.15454496,0.08415617,0.9415689,0.9844540137064464
121,0.14787626,0.085348874,0.94099706,0.9885087346045027,0.14796592,0.07483097,0.9461405,0.9860564488189517
122,0.13754974,0.07954126,0.9474254,0.9896614482707891,0.15756835,0.08296495,0.9401403,0.984363825246892
123,0.13457705,0.078365415,0.94814056,0.990731257660375,0.15485395,0.07883791,0.94442576,0.984897939458533
124,0.14476004,0.08273026,0.94356865,0.989592856330609,0.15454797,0.08507409,0.9437117,0.9848821049673695
125,0.13360278,0.07935789,0.94585454,0.9905850213584125,0.15124555,0.085189335,0.9444262,0.9854147156054853
126,0.14692357,0.084673,0.9442831,0.9894483103874945,0.1450174,0.081775166,0.94528306,0.9861331825414843
127,0.13443555,0.07825898,0.94771177,0.9907074276903325,0.15332656,0.08958268,0.9424256,0.9857440546652407
128,0.13944061,0.08136569,0.94628316,0.9899211587418313,0.14731514,0.07690458,0.94528294,0.9861481563544711
129,0.12709598,0.073861964,0.9497121,0.9913425922448151,0.15834185,0.07994512,0.9429979,0.9841453926145428
130,0.12559006,0.07344233,0.95142585,0.9924901531385655,0.15802084,0.08376113,0.9409979,0.9848136899513404
131,0.13489485,0.07646042,0.9482835,0.990715012679232,0.14327823,0.076172665,0.9475692,0.9868032990568665
132,0.13079925,0.07572991,0.9508547,0.9910912671130532,0.16132665,0.07673407,0.941569,0.9854713082362593
133,0.12526175,0.07346873,0.9497117,0.9919106932171996,0.14698426,0.07581895,0.94671154,0.9865560485902465
134,0.1402421,0.082471,0.9418547,0.9901572712418301,0.15280238,0.07489257,0.94999707,0.985589327150907
135,0.13852856,0.07993059,0.9489978,0.9905090261478117,0.15149263,0.07756848,0.9424254,0.985501371971741
136,0.1248503,0.07387228,0.95014036,0.9923178448028933,0.176798,0.07595679,0.93914014,0.9833131191808795
137,0.13548496,0.07798156,0.94614017,0.9908455799487841,0.14787818,0.081818484,0.9451402,0.9872796511727105
138,0.13594772,0.07920808,0.9471406,0.9911795016328356,0.16160011,0.079941064,0.93899703,0.9844620412710727
139,0.13619602,0.07992924,0.94714,0.9908306677237675,0.15253285,0.072948284,0.9455694,0.985937020208193
